1380144913.89134,626982,23265,36352,25071,14366,23821,6374,8543,38,56
1380144914.39192,148540,40164,19700,12273,7563,20215,12129,6278,41,63
1380144914.89305,148540,40164,19700,12273,7563,20215,12129,6278,41,63
1380144915.39273,50756,41458,2553,11809,6662,11545,8003,15787,53,48
1380144915.89386,50756,41458,2553,11809,6662,11545,8003,15787,53,48
1380144916.39451,54372,24942,17953,25278,16046,21347,8043,10896,63,56
1380144916.89741,54372,24942,17953,25278,16046,21347,8043,10896,63,56
1380144917.39803,78214,30002,5980,1442,6261,3301,1305,829,48,40
1380144917.89917,78214,30002,5980,1442,6261,3301,1305,829,48,40
1380144918.39984,28132,24489,6826,10882,11861,11103,4782,7831,47,37
1380144918.90095,28132,24489,6826,10882,11861,11103,4782,7831,47,37
1380144919.40159,606753,55280,9493,1903,27102,15525,16520,4764,48,29
1380144919.90273,606753,55280,9493,1903,27102,15525,16520,4764,48,29
1380144920.40338,36244,15528,17855,15207,13600,13333,12685,4204,48,34
1380144920.90452,36244,15528,17855,15207,13600,13333,12685,4204,48,34
1380144921.405,66147,26638,712,10515,12070,34408,9221,5045,80,29
1380144921.90615,66147,26638,712,10515,12070,34408,9221,5045,80,29
1380144922.40669,111725,95085,17639,36649,12584,9455,13144,3613,61,30
1380144922.90781,111725,95085,17639,36649,12584,9455,13144,3613,61,30
1380144923.40847,93100,22869,12221,5019,8575,34584,6486,18240,80,40
1380144923.90959,93100,22869,12221,5019,8575,34584,6486,18240,80,40
1380144924.41022,555331,133909,8940,50426,28658,20038,8150,2886,66,27
1380144924.91054,555331,133909,8940,50426,28658,20038,8150,2886,66,27
1380144925.41076,439230,20154,2687,6964,17286,18547,12027,7041,61,29
1380144925.91192,439230,20154,2687,6964,17286,18547,12027,7041,61,29
1380144926.41255,61857,74619,1915,17396,20536,17862,5371,5607,77,20
1380144926.91368,61857,74619,1915,17396,20536,17862,5371,5607,77,20
1380144927.41426,685765,25592,4421,1272,7925,2177,2447,1633,43,14
1380144927.91441,685765,25592,4421,1272,7925,2177,2447,1633,43,14
1380144928.41489,102351,60698,24340,38535,11106,20229,7573,8008,48,23
1380144928.91602,102351,60698,24340,38535,11106,20229,7573,8008,48,23
1380144929.41666,710892,206093,16398,17200,15359,62121,6770,4534,37,20
1380144929.9178,710892,206093,16398,17200,15359,62121,6770,4534,37,20
1380144930.41872,281719,5626,1109,2232,524,996,1001,531,29,30
1380144930.91985,281719,5626,1109,2232,524,996,1001,531,29,30
1380144931.41948,357546,22775,5653,3512,9308,3465,3170,2777,35,37
1380144931.92061,357546,22775,5653,3512,9308,3465,3170,2777,35,37
1380144932.42124,155911,27388,21015,8247,15392,48010,17174,5326,56,26
1380144932.9217,155911,27388,21015,8247,15392,48010,17174,5326,56,26
1380144933.42237,234968,41952,906,759,1721,979,657,473,30,20
1380144933.92351,234968,41952,906,759,1721,979,657,473,30,20
1380144934.42413,195970,22668,5269,2565,2453,5574,6450,1940,40,16
1380144934.92526,195970,22668,5269,2565,2453,5574,6450,1940,40,16
1380144935.42588,6282,25564,13611,5628,26017,9714,8625,7718,53,23
1380144935.92703,6282,25564,13611,5628,26017,9714,8625,7718,53,23
1380144936.42771,4641,8850,17463,19488,6999,12650,5014,5664,41,41
1380144936.9289,4641,8850,17463,19488,6999,12650,5014,5664,41,41
1380144937.4315,166453,84964,8323,16757,24406,9528,10845,7518,56,56
1380144937.93262,166453,84964,8323,16757,24406,9528,10845,7518,56,56
1380144938.43334,66442,12129,7000,9468,15371,26165,7639,6170,75,60
1380144938.9345,66442,12129,7000,9468,15371,26165,7639,6170,75,60
1380144939.43536,30133,28867,1648,30740,12072,12431,11267,10047,75,64
1380144939.9361,30133,28867,1648,30740,12072,12431,11267,10047,75,64
1380144940.43608,43355,18108,9043,7037,16358,13595,12703,4203,78,51
1380144940.93652,43355,18108,9043,7037,16358,13595,12703,4203,78,51
1380144941.43716,23164,48527,9354,5866,11818,11874,20656,10700,87,51
1380144941.93826,23164,48527,9354,5866,11818,11874,20656,10700,87,51
1380144942.43802,30578,33378,22682,13495,9237,6806,4288,2640,60,57
1380144942.93915,30578,33378,22682,13495,9237,6806,4288,2640,60,57
1380144943.43927,297696,132251,3064,23009,24552,28370,15752,10257,57,44
1380144943.94017,297696,132251,3064,23009,24552,28370,15752,10257,57,44
1380144944.44081,209285,9812,5574,15717,9936,6517,2826,597,50,53
1380144944.94192,209285,9812,5574,15717,9936,6517,2826,597,50,53
1380144945.44255,923246,71717,23077,11203,2716,10990,11137,7740,44,60
1380144945.94369,923246,71717,23077,11203,2716,10990,11137,7740,44,60
1380144946.44338,703456,130861,7280,4084,11495,9866,6273,8911,40,37
1380144946.94453,703456,130861,7280,4084,11495,9866,6273,8911,40,37
1380144947.44516,752531,98456,12914,3958,11187,5586,4793,4938,24,38
1380144947.94631,752531,98456,12914,3958,11187,5586,4793,4938,24,38
1380144948.44694,569618,104752,59208,51215,48500,16482,4007,17449,14,35
1380144948.94789,569618,104752,59208,51215,48500,16482,4007,17449,14,35
1380144949.44783,514353,62437,11130,8012,2663,7838,4228,10498,14,30
1380144949.9484,514353,62437,11130,8012,2663,7838,4228,10498,14,30
1380144950.44901,473713,173250,30383,42760,30002,17062,12110,9140,14,47
1380144950.95015,473713,173250,30383,42760,30002,17062,12110,9140,14,47
1380144951.45078,74050,42429,13945,15258,17390,28602,9758,9529,40,54
1380144951.95192,74050,42429,13945,15258,17390,28602,9758,9529,40,54
1380144952.4518,22886,21055,16064,8988,12523,25799,9557,9612,61,50
1380144952.95228,22886,21055,16064,8988,12523,25799,9557,9612,61,50
1380144953.4534,69049,25238,39332,19711,7829,17202,6004,5070,69,64
1380144953.95514,69049,25238,39332,19711,7829,17202,6004,5070,69,64
1380144954.45563,1120224,641372,10903,20593,29076,12632,16096,7946,57,47
1380144954.9558,1120224,641372,10903,20593,29076,12632,16096,7946,57,47
1380144955.45695,63439,46527,15431,28626,10525,17300,12714,5822,50,50
1380144955.95806,63439,46527,15431,28626,10525,17300,12714,5822,50,50
1380144956.4587,783333,60385,7297,10847,11617,5486,2513,1158,27,44
1380144956.95982,783333,60385,7297,10847,11617,5486,2513,1158,27,44
1380144957.45997,4710,16810,30426,6352,23106,13233,12154,4752,29,38
1380144957.96043,4710,16810,30426,6352,23106,13233,12154,4752,29,38
1380144958.46107,200484,37835,5538,1138,12814,5527,3955,2244,50,48
1380144958.96224,200484,37835,5538,1138,12814,5527,3955,2244,50,48
1380144959.46288,67658,41940,8051,33690,15942,12497,6158,3471,47,50
1380144959.96403,67658,41940,8051,33690,15942,12497,6158,3471,47,50
1380144960.46466,2042002,359474,154432,75449,31535,55439,26936,46303,50,57
1380144960.96581,2042002,359474,154432,75449,31535,55439,26936,46303,50,57
1380144961.46547,438835,176110,26418,28577,19124,26364,60750,12369,41,48
1380144961.96631,438835,176110,26418,28577,19124,26364,60750,12369,41,48
1380144962.46692,1376844,55689,14639,8608,9038,4932,3626,2702,35,56
1380144962.96806,1376844,55689,14639,8608,9038,4932,3626,2702,35,56
1380144963.46847,482585,156850,19898,46718,24558,27030,16374,20891,34,51
1380144963.96913,482585,156850,19898,46718,24558,27030,16374,20891,34,51
1380144964.46938,423384,25236,1912,14644,24310,14056,11521,23476,44,44
1380144964.97054,423384,25236,1912,14644,24310,14056,11521,23476,44,44
1380144965.47121,51608,13787,11124,6548,5397,9442,3532,6053,56,54
1380144965.97215,51608,13787,11124,6548,5397,9442,3532,6053,56,54
1380144966.47279,209030,35032,1202,6506,1337,3156,2763,1420,57,50
1380144966.97307,209030,35032,1202,6506,1337,3156,2763,1420,57,50
1380144967.4737,94745,52313,24244,6331,16935,14433,6983,4359,61,50
1380144967.97484,94745,52313,24244,6331,16935,14433,6983,4359,61,50
1380144968.47545,733880,21026,20165,14123,16316,25668,13837,8343,64,56
1380144968.97657,733880,21026,20165,14123,16316,25668,13837,8343,64,56
1380144969.47687,282081,42330,10659,16175,5336,9669,9061,4005,57,54
1380144969.97803,282081,42330,10659,16175,5336,9669,9061,4005,57,54
1380144970.4787,773309,65420,8299,2859,6275,5819,7618,1395,57,50
1380144970.97988,773309,65420,8299,2859,6275,5819,7618,1395,57,50
1380144971.48052,101255,48092,64895,10657,23755,19217,3820,9667,56,57
1380144971.98147,101255,48092,64895,10657,23755,19217,3820,9667,56,57
1380144972.48212,383206,127654,25160,4724,30006,16946,5507,8745,41,48
1380144972.98329,383206,127654,25160,4724,30006,16946,5507,8745,41,48
1380144973.48402,1406093,70902,25773,9794,18699,11073,4966,4123,38,44
1380144973.98453,1406093,70902,25773,9794,18699,11073,4966,4123,38,44
1380144974.48516,933064,265001,43639,63702,98415,27943,19292,20284,38,51
1380144974.98585,933064,265001,43639,63702,98415,27943,19292,20284,38,51
1380144975.48645,924794,57108,16818,11589,15533,14170,2364,1698,38,51
1380144975.98769,924794,57108,16818,11589,15533,14170,2364,1698,38,51
1380144976.48818,1202578,56429,13615,10712,5921,2925,1077,706,23,43
1380144976.9893,1202578,56429,13615,10712,5921,2925,1077,706,23,43
1380144977.48925,723880,123770,23928,19431,34879,6527,2877,1592,11,47
1380144977.99036,723880,123770,23928,19431,34879,6527,2877,1592,11,47
1380144978.49095,1224053,206763,24924,11317,26700,71223,16649,21854,23,35
1380144978.99208,1224053,206763,24924,11317,26700,71223,16649,21854,23,35
1380144979.49254,1900431,244131,48657,48712,54235,30795,20203,8318,26,35
1380144979.99367,1900431,244131,48657,48712,54235,30795,20203,8318,26,35
1380144980.49479,1597095,193758,41016,67253,6114,29774,12564,7312,37,37
1380144980.99592,1597095,193758,41016,67253,6114,29774,12564,7312,37,37
1380144981.49626,2427042,162600,4396,45339,8020,13748,5066,3704,41,38
1380144981.99738,2427042,162600,4396,45339,8020,13748,5066,3704,41,38
1380144982.498,414835,41966,31872,6911,13520,9301,2738,2606,34,54
1380144982.99914,414835,41966,31872,6911,13520,9301,2738,2606,34,54
1380144983.49981,726817,575743,99530,18068,21888,13400,15514,7292,16,51
1380144984.00093,1219818,220317,115130,21649,5283,11425,24236,12551,7,53
1380144984.50154,1219818,220317,115130,21649,5283,11425,24236,12551,7,53
1380144985.00188,865135,153400,13042,10429,16730,10524,3953,1928,4,47
1380144985.50162,865135,153400,13042,10429,16730,10524,3953,1928,4,47
1380144986.00281,25688,33008,27602,19376,23053,19689,6625,4488,13,47
1380144986.50348,25688,33008,27602,19376,23053,19689,6625,4488,13,47
1380144987.00464,221169,96873,14873,17379,18826,18622,8381,9071,34,48
1380144987.50518,221169,96873,14873,17379,18826,18622,8381,9071,34,48
1380144988.00544,647427,58471,3173,21194,15766,15540,16891,7237,51,40
1380144988.50606,647427,58471,3173,21194,15766,15540,16891,7237,51,40
1380144989.00722,1750702,107889,14546,28398,17984,19422,11771,25582,57,48
1380144989.50717,1750702,107889,14546,28398,17984,19422,11771,25582,57,48
1380144990.00835,1296091,80953,30151,11292,42300,21871,7920,3841,54,41
1380144990.50869,1296091,80953,30151,11292,42300,21871,7920,3841,54,41
1380144991.00981,1027659,64159,9143,18884,22952,18254,6612,6124,56,43
1380144991.51046,1027659,64159,9143,18884,22952,18254,6612,6124,56,43
1380144992.01162,296452,71108,27964,45162,55652,21196,16511,4785,54,48
1380144992.51224,296452,71108,27964,45162,55652,21196,16511,4785,54,48
1380144993.01337,751338,64336,26893,13961,14982,7169,7739,4310,50,53
1380144993.51403,751338,64336,26893,13961,14982,7169,7739,4310,50,53
1380144994.01518,1069713,85172,4366,11245,6901,3486,1460,1512,30,48
1380144994.51512,1069713,85172,4366,11245,6901,3486,1460,1512,30,48
1380144995.01542,348532,471511,24494,23332,26494,34738,11392,8845,21,35
1380144995.5161,348532,471511,24494,23332,26494,34738,11392,8845,21,35
1380144996.01808,2087930,65795,14180,54871,28199,6068,13853,7562,8,40
1380144996.51837,2087930,65795,14180,54871,28199,6068,13853,7562,8,40
1380144997.01955,2039725,525218,301245,34666,104115,51290,35287,48295,4,40
1380144997.52021,2039725,525218,301245,34666,104115,51290,35287,48295,4,40
1380144998.0224,722088,21009,16334,8024,8910,3450,6735,7893,13,53
1380144998.52255,722088,21009,16334,8024,8910,3450,6735,7893,13,53
1380144999.04027,78240,79376,18019,43819,30740,24757,21803,7305,23,70
1380144999.545,78240,79376,18019,43819,30740,24757,21803,7305,23,70
1380145000.04615,555998,264991,26704,48240,40476,39298,16804,8257,34,60
1380145000.54679,555998,264991,26704,48240,40476,39298,16804,8257,34,60
1380145001.04794,2045578,106444,19208,3767,12608,11076,5453,1761,37,50
1380145001.54858,2045578,106444,19208,3767,12608,11076,5453,1761,37,50
1380145002.0496,95487,34250,5214,70533,6446,11636,10328,12390,41,57
1380145002.55033,95487,34250,5214,70533,6446,11636,10328,12390,41,57
1380145003.05146,17309,24608,6434,28370,15135,13087,6973,4772,43,61
1380145003.55209,17309,24608,6434,28370,15135,13087,6973,4772,43,61
1380145004.05322,366416,58004,16225,31480,36571,41239,23780,4502,56,66
1380145004.55387,366416,58004,16225,31480,36571,41239,23780,4502,56,66
1380145005.05408,316927,38247,5400,5948,3452,16139,4298,4504,70,66
1380145005.55547,316927,38247,5400,5948,3452,16139,4298,4504,70,66
1380145006.05773,852252,54220,32483,14904,9578,15914,9974,3584,75,56
1380145006.55753,852252,54220,32483,14904,9578,15914,9974,3584,75,56
1380145007.05863,405555,194556,64977,7443,21165,34664,26944,5253,69,48
1380145007.55898,405555,194556,64977,7443,21165,34664,26944,5253,69,48
1380145008.06009,2125922,70137,91108,49688,25760,20295,15440,6129,54,60
1380145008.5607,2125922,70137,91108,49688,25760,20295,15440,6129,54,60
1380145009.06185,749551,110546,46278,32366,46983,41604,11248,11434,51,67
1380145009.5625,749551,110546,46278,32366,46983,41604,11248,11434,51,67
1380145010.06363,660856,5479,6240,5463,3727,1516,207,178,51,67
1380145010.56426,660856,5479,6240,5463,3727,1516,207,178,51,67
1380145011.06512,1182455,256837,56185,42778,35613,33035,18289,9631,47,61
1380145011.56575,1182455,256837,56185,42778,35613,33035,18289,9631,47,61
1380145012.06608,1561396,415646,37061,215261,92821,149647,47663,18234,53,64
1380145012.56663,1561396,415646,37061,215261,92821,149647,47663,18234,53,64
1380145013.06773,1669411,54522,6572,4264,5096,5787,1414,1563,53,44
1380145013.56778,1669411,54522,6572,4264,5096,5787,1414,1563,53,44
1380145014.06859,1136010,403921,38738,33668,67413,34747,10719,9304,40,35
1380145014.56901,1136010,403921,38738,33668,67413,34747,10719,9304,40,35
1380145015.06976,276771,32989,18016,8146,35584,10320,5103,1564,47,35
1380145015.57015,276771,32989,18016,8146,35584,10320,5103,1564,47,35
1380145016.07128,720651,212693,37672,21950,5611,14724,6314,4936,29,29
1380145016.57129,720651,212693,37672,21950,5611,14724,6314,4936,29,29
1380145017.07215,931316,60407,14071,6901,7445,4027,2143,2206,24,37
1380145017.57244,931316,60407,14071,6901,7445,4027,2143,2206,24,37
1380145018.07326,424121,273592,46795,6491,22217,58566,30201,33951,35,38
1380145018.57358,424121,273592,46795,6491,22217,58566,30201,33951,35,38
1380145019.07446,712837,163620,76812,48632,14165,17831,32091,7295,24,44
1380145019.57512,712837,163620,76812,48632,14165,17831,32091,7295,24,44
1380145020.07547,163894,61420,14091,10310,6763,2332,1343,1638,17,48
1380145020.57579,163894,61420,14091,10310,6763,2332,1343,1638,17,48
1380145021.07662,1738601,130002,15968,32680,22876,40940,16734,18238,34,47
1380145021.57692,1738601,130002,15968,32680,22876,40940,16734,18238,34,47
1380145022.07778,66219,56557,8767,4386,9371,16416,3703,4726,37,47
1380145022.57812,66219,56557,8767,4386,9371,16416,3703,4726,37,47
1380145023.07903,249782,160711,47500,9469,35407,15613,10949,5127,38,37
1380145023.57926,249782,160711,47500,9469,35407,15613,10949,5127,38,37
1380145024.0797,1723206,192170,9948,28623,18502,24540,3629,1493,50,29
1380145024.58035,1723206,192170,9948,28623,18502,24540,3629,1493,50,29
1380145025.08123,1938982,234442,149965,87106,25443,47712,23017,18396,41,40
1380145025.58155,1938982,234442,149965,87106,25443,47712,23017,18396,41,40
1380145026.08241,1395174,115199,44832,29887,28054,23732,29019,10350,34,51
1380145026.58253,1395174,115199,44832,29887,28054,23732,29019,10350,34,51
1380145027.08353,340010,86679,2616,22787,8687,5528,9428,3429,29,51
1380145027.58383,340010,86679,2616,22787,8687,5528,9428,3429,29,51
1380145028.0844,245732,62286,56928,19737,26084,15419,15840,7665,30,66
1380145028.58504,245732,62286,56928,19737,26084,15419,15840,7665,30,66
1380145029.08547,295600,110089,12219,42183,16768,13268,4551,2454,27,60
1380145029.58637,295600,110089,12219,42183,16768,13268,4551,2454,27,60
1380145030.08724,724594,166976,55497,37146,24985,21667,31619,8609,23,57
1380145030.58753,724594,166976,55497,37146,24985,21667,31619,8609,23,57
1380145031.08845,46388,83249,9761,4238,3830,4806,4680,3297,24,53
1380145031.58852,46388,83249,9761,4238,3830,4806,4680,3297,24,53
1380145032.08951,173304,11550,2642,2900,1564,3476,1830,1500,29,44
1380145032.58972,173304,11550,2642,2900,1564,3476,1830,1500,29,44
1380145033.09007,1070825,219123,29121,12032,26718,12076,8856,15900,24,35
1380145033.59073,1070825,219123,29121,12032,26718,12076,8856,15900,24,35
1380145034.09162,1843320,61482,6816,18667,7960,14088,7813,2328,30,30
1380145034.59204,1843320,61482,6816,18667,7960,14088,7813,2328,30,30
1380145035.09284,840747,91463,13299,7996,11431,3930,4226,3965,27,35
1380145035.59314,840747,91463,13299,7996,11431,3930,4226,3965,27,35
1380145036.09396,1189579,58136,7820,9453,4062,11060,4744,4542,24,34
1380145036.59428,1189579,58136,7820,9453,4062,11060,4744,4542,24,34
1380145037.09511,2676278,112364,42815,116330,37984,23858,10605,13540,30,50
1380145037.59543,2676278,112364,42815,116330,37984,23858,10605,13540,30,50
1380145038.09564,916810,236941,37761,22090,29494,49561,15827,19161,30,47
1380145038.59629,916810,236941,37761,22090,29494,49561,15827,19161,30,47
1380145039.09741,1010971,35681,20669,38122,5804,10597,15346,9033,43,64
1380145039.59779,1010971,35681,20669,38122,5804,10597,15346,9033,43,64
1380145040.09863,613011,34111,7462,3924,1912,2737,1308,1313,34,66
1380145040.59897,613011,34111,7462,3924,1912,2737,1308,1313,34,66
1380145041.09975,752131,46080,1489,15043,4138,19315,6077,7204,48,53
1380145041.60009,752131,46080,1489,15043,4138,19315,6077,7204,48,53
1380145042.10088,106136,61316,6034,13573,7628,5925,6955,3234,40,54
1380145042.60121,106136,61316,6034,13573,7628,5925,6955,3234,40,54
1380145043.10203,197631,43610,12294,8652,1669,2184,3946,2320,26,44
1380145043.6024,197631,43610,12294,8652,1669,2184,3946,2320,26,44
1380145044.10317,1524552,750419,104405,28375,14633,15422,43213,35289,14,41
1380145044.60365,1524552,750419,104405,28375,14633,15422,43213,35289,14,41
1380145045.10447,49829,133696,32099,28496,6077,7510,5253,6903,1,47
1380145045.60474,49829,133696,32099,28496,6077,7510,5253,6903,1,47
1380145046.10556,1584745,564187,47807,41724,40575,48926,37865,26244,1,41
1380145046.60588,1584745,564187,47807,41724,40575,48926,37865,26244,1,41
1380145047.10659,517442,106056,11228,47493,45318,18839,6119,4516,7,38
1380145047.60704,517442,106056,11228,47493,45318,18839,6119,4516,7,38
1380145048.10843,1552299,752741,48754,29361,62113,16761,16506,11765,8,30
1380145048.60817,1552299,752741,48754,29361,62113,16761,16506,11765,8,30
1380145049.10911,1296054,345650,24205,6726,35541,52976,8532,5046,21,13
1380145049.60961,1296054,345650,24205,6726,35541,52976,8532,5046,21,13
1380145050.11007,1966850,384719,423957,109589,68772,107032,29086,48535,26,34
1380145050.61058,1966850,384719,423957,109589,68772,107032,29086,48535,26,34
1380145051.11131,380823,90823,21707,24289,52318,29956,19015,3716,30,30
1380145051.61192,380823,90823,21707,24289,52318,29956,19015,3716,30,30
1380145052.11261,715501,221644,55257,49972,12521,27524,21339,9416,47,44
1380145052.61311,715501,221644,55257,49972,12521,27524,21339,9416,47,44
1380145053.11504,235921,52725,4799,12099,11206,6341,4443,1420,41,56
1380145053.61569,235921,52725,4799,12099,11206,6341,4443,1420,41,56
1380145054.11684,325391,134267,27381,18255,28879,32276,13066,7806,48,43
1380145054.61663,325391,134267,27381,18255,28879,32276,13066,7806,48,43
1380145055.11777,529996,319754,24433,16074,15697,11584,15355,7778,27,35
1380145055.61841,529996,319754,24433,16074,15697,11584,15355,7778,27,35
1380145056.11954,19453,12779,6084,11029,8841,10756,4409,3492,43,38
1380145056.62051,19453,12779,6084,11029,8841,10756,4409,3492,43,38
1380145057.12168,50081,29963,42625,25553,25302,8187,5943,4341,43,53
1380145057.62146,50081,29963,42625,25553,25302,8187,5943,4341,43,53
1380145058.12262,13449,8387,8777,13439,8343,6528,4838,3800,43,66
1380145058.62328,13449,8387,8777,13439,8343,6528,4838,3800,43,66
1380145059.12385,8480,20459,16572,12813,14900,10177,8639,3028,61,83
1380145059.62451,8480,20459,16572,12813,14900,10177,8639,3028,61,83
1380145060.12504,22163,102442,24894,11099,13857,12811,13112,6044,48,77
1380145060.62566,22163,102442,24894,11099,13857,12811,13112,6044,48,77
1380145061.12681,134276,171698,150724,26037,27260,18378,6770,5793,41,74
1380145061.62745,134276,171698,150724,26037,27260,18378,6770,5793,41,74
1380145062.12891,29657,21014,11208,8871,23614,16194,5914,2101,48,61
1380145062.62954,29657,21014,11208,8871,23614,16194,5914,2101,48,61
1380145063.1309,488018,31672,4173,5259,4622,2721,1208,1060,37,53
1380145063.63158,488018,31672,4173,5259,4622,2721,1208,1060,37,53
1380145064.13262,53497,34318,13136,23593,18957,15820,8653,4590,47,57
1380145064.63325,53497,34318,13136,23593,18957,15820,8653,4590,47,57
1380145065.13451,14169,12875,6685,5932,4142,19045,5849,3311,75,51
1380145065.63515,14169,12875,6685,5932,4142,19045,5849,3311,75,51
1380145066.13584,378286,252020,65878,35544,17544,22660,6597,20398,56,51
1380145066.63647,378286,252020,65878,35544,17544,22660,6597,20398,56,51
1380145067.13708,717015,48713,36663,16327,12534,23495,19084,27309,69,61
1380145067.63697,717015,48713,36663,16327,12534,23495,19084,27309,69,61
1380145068.13731,614975,95981,5749,37406,25763,17713,28077,11629,63,54
1380145068.63754,614975,95981,5749,37406,25763,17713,28077,11629,63,54
1380145069.13884,198357,147862,18820,3766,15812,5222,2822,2704,29,47
1380145069.63885,198357,147862,18820,3766,15812,5222,2822,2704,29,47
